Project Name,Enbloced,Land Size,Master Plan GFA,Plot Ratio,Postal Code,Property Type,Tenure,Planning Area,District,Age,Number of Units,Average Price,Historical High,Historical Low,Distance to MRT
SENNETT RESIDENCE,0,9685.0,33898.0,3.5,348226,1,0, Toa Payoh,13,27.0,332.0,1603.0,1834.0,1000.0,0.09527324743933897
SERANGOON GARDEN ESTATE,0,259.0,21270.96451425247,2.2073144876325084,545618,0,0, Serangoon,19,22.0,124.71927846674183,858.0,1001.0,410.0,1.371268311718043
SERAYA 9,0,1106.0,1549.0,1.4,437276,0,1, Marine Parade,15,34.0,22.0,1494.0,1525.0,560.0,1.230409994858293
SERAYA BREEZE,0,1343.0,1881.0,1.4,437235,1,1, Marine Parade,15,42.0,17.0,1387.0,1469.0,483.0,1.268060112335108
SERAYA COURT,0,1369.0,1917.0,1.4,437277,0,1, Marine Parade,15,49.0,11.0,1137.0,1137.0,326.0,1.23022463887144
SERAYA RESIDENCES,0,1267.0,1774.0,1.4,437279,1,1, Marine Parade,15,39.48150357995227,17.0,1532.0,1663.0,1476.0,1.274378427886091
SERAYA VILLE,0,3434.0,4808.0,1.4,437278,0,1, Marine Parade,15,52.0,31.0,1301.0,1301.0,329.0,1.263911908549525
SERENE VIEW MANSIONS,0,3511.0,21270.96451425247,2.2073144876325084,358719,1,1, Serangoon,13,59.0,18.0,1147.0,1147.0,336.0,0.7117305462619653
SERENITY BREEZE,0,681.0,954.0,1.4,425927,1,1, Bedok,15,28.0,12.0,974.0,1375.0,974.0,0.8310317617494102
SERENITY PARK,0,23045.0,32274.0,1.4,806105,1,1, Serangoon,28,48.0,179.0,1116.0,1208.0,370.0,1.693756281719505
SETIA RESIDENCES,0,3489.0,9779.0,2.8,309304,0,1, Novena,11,40.0,24.0,2031.0,2345.0,1583.0,0.4545794427259624
SEVEN PALMS SENTOSA COVE,0,10572.0,14900.0,1.41,98182,1,0, Southern Islands,4,30.0,41.0,2846.0,3721.0,1841.0,0.7190341354331551
SHAN GATE APARTMENTS,0,1702.0,4799.0,2.82,328103,0,1, Novena,12,52.0,27.0,1096.0,1245.0,400.0,0.6959490296809996
SHANGHAI ONE,0,1590.0,4451.0,2.8,248180,0,1, Tanglin,10,36.0,52.0,1814.0,1881.0,727.0,0.9641465526694118
SHEARES VILLE,0,3636.0,10189.0,2.8,249446,0,1, Tanglin,10,40.0,65.0,2004.0,2094.0,574.0,0.81858655002605
SHEBA LODGE,0,1039.0,1456.0,1.4,429777,0,1, Geylang,15,45.0,1.0,1087.0,1087.0,362.0,0.7385174142574873
SHELFORD 23,0,2391.0,3348.0,1.4,286655,0,1, Bukit Timah,11,32.0,33.0,1811.0,1904.0,1111.0,0.5651432320100536
SHELFORD GREEN,0,6165.0,8631.0,1.4,288352,1,1, Bukit Timah,11,61.0,33.0,1513.0,1660.0,423.0,0.4136843894645811
SHELFORD MANSIONS,0,2737.0,3832.0,1.4,288421,0,1, Bukit Timah,11,56.0,12.0,1142.0,1142.0,469.0,0.5572789018289155
SHELFORD REGENCY,0,4595.0,6432.0,1.4,288455,1,1, Bukit Timah,11,45.0,56.0,1994.0,2030.0,462.0,0.4528664116831023
SHELFORD SUITES,0,7114.0,9959.0,1.4,286653,1,1, Bukit Timah,11,32.0,77.0,1642.0,1912.0,936.0,0.5974187820090444
SHELFORD VIEW,0,5276.0,7386.0,1.4,288420,1,1, Bukit Timah,11,60.0,2.0,1524.0,1573.0,483.0,0.6283110023739951
SHERWOOD CONDOMINIUM,0,4455.0,8866.0,1.99,598669,1,1, Bukit Timah,21,45.0,116.0,1308.0,1373.0,413.0,0.9642426156800656
SHERWOOD TOWER,0,17253.0,51758.0,3.0,588996,0,0, Bukit Timah,21,63.0,269.0,917.0,1066.0,137.0,0.4151419533476342
SHIRO,0,798.0,634.0,0.79,426025,0,1, Bedok,15,28.0,16.0,1272.0,1500.0,963.0,0.7159665754705627
SIGLAP LODGE,0,877.0,21270.96451425247,2.2073144876325084,455231,0,1, Bedok,15,47.0,8.0,1081.0,1081.0,411.0,1.157081022123762
SIGLAP V,0,3104.0,6830.0,2.2,458278,0,1, Bedok,15,30.0,114.0,1413.0,1847.0,1036.0,1.432833263419681
SIGNATURE AT LEWIS,0,2014.0,3222.0,1.6,258617,0,1, Tanglin,10,32.0,32.0,1991.0,1991.0,1227.0,0.3250163773770425
SIGNATURE PARK,0,33457.0,51519.0,1.7,596738,1,1, Bukit Timah,21,45.0,928.0,1568.0,1787.0,447.0,0.9603756577207675
SIGNATURE RESIDENCE,0,649.0,907.0,1.4,438916,0,1, Geylang,15,35.0,5.0,769.0,974.0,728.0,0.5132109135616642
SILAHIS APARTMENTS,0,2875.0,4026.0,1.4,425762,0,1, Bedok,15,50.0,124.71927846674183,1328.0,1328.0,398.0,0.8078339349722895
SILVERSEA,0,20293.0,56821.0,2.8,449305,1,0, Marine Parade,15,29.0,383.0,1958.0,2766.0,1150.0,1.734072918854163
SIMON PLAZA,0,2489.0,3485.0,1.4,548008,0,1, Hougang,19,53.0,19.0,1213.0,1213.0,289.0,0.1999622004880103
SIN MING PLAZA,0,10599.0,31797.0,3.0,575583,0,1, Bishan,20,51.0,12.0,1228.0,1403.0,256.0,0.3788463729830599
SIXTH AVENUE CENTRE,0,1394.0,4181.0,3.0,279883,0,1, Bukit Timah,10,57.0,18.0,1353.0,1364.0,368.0,0.259507325746857
SIXTH AVENUE VILLE,0,4618.0,7473.0,1.62,276484,1,1, Bukit Timah,10,44.0,49.0,1922.0,2017.0,567.0,0.2637236347108111
SKIES MILTONIA,0,16900.0,35489.0,2.1,768049,1,0, Yishun,27,27.0,42.0,1151.0,1358.0,591.0,1.654503933187411
Sky Everton,0,6695.0,20362.0,2.8,89396,0,1, Bukit Merah,2,39.48150357995227,262.0,2868.0,3406.0,2053.0,0.7190341354331551
SKY GREEN,0,6623.0,13908.0,2.1,368236,1,1, Geylang,13,28.0,176.0,1635.0,1826.0,1134.0,0.3588115941091986
SKY HABITAT,0,11997.0,58786.0,4.9,573908,1,0, Bishan,20,28.0,59.0,1661.0,1932.0,1116.0,0.4400244818309261
SKY VUE,0,11228.0,55016.0,4.9,573910,1,0, Bishan,20,27.0,694.0,1882.0,2070.0,1135.0,0.3300766240874968
SKYLINE RESIDENCES,0,14382.0,30152.0,2.1,109025,1,1, Bukit Merah,4,28.0,283.0,2193.0,2436.0,1461.0,0.287790753259667
SKYPARK,0,2706.0,7578.0,2.8,238107,0,1, River Valley,9,33.0,56.0,1792.0,3238.0,1429.0,0.4817191072603494
SKYSUITES17,0,2538.0,7108.0,2.8,329137,0,1, Novena,12,29.0,115.0,1788.0,2365.0,939.0,0.5581767951488914
SLOANE RESIDENCES,0,3618.0,5789.0,1.6,259803,0,1, Tanglin,10,21.0,52.0,2869.0,3339.0,2526.0,0.7329644042134935
SOHO 188,0,640.0,2240.0,3.5,218612,0,1, Rochor,8,35.0,49.0,1644.0,1834.0,706.0,0.164015273292726
SOMMERVILLE GRANDEUR,0,17129.0,27407.0,1.6,259275,1,1, Tanglin,10,47.0,96.0,2011.0,2011.0,544.0,0.1955815170636034
SOMMERVILLE LOFT,0,1377.0,1929.0,1.4,358178,0,1, Serangoon,13,40.0,18.0,1366.0,1366.0,356.0,0.5110550696400853
SOMMERVILLE PARK,0,79514.0,127222.0,1.6,258022,1,1, Tanglin,10,58.0,453.0,2015.0,2181.0,278.0,0.7387811084377132
SOPHIA 98,0,678.0,1424.0,2.1,228165,0,1, Rochor,9,41.0,16.0,1239.0,1579.0,656.0,0.4201240243236327
SOPHIA HILLS,0,12556.0,17578.0,1.4,228453,1,0, Rochor,9,25.0,493.0,2029.0,2491.0,1624.0,0.314737422787801
SOPHIA RESIDENCE,0,15435.0,32404.0,2.1,228191,1,1, Rochor,9,29.0,272.0,1844.0,2164.0,1034.0,0.3670852594493904
SOUTH BEACH RESIDENCES,0,34959.0,146828.0,4.2,189762,0,0, Downtown Core,7,27.0,19.0,4410.0,4748.0,2795.0,0.1319153324636167
SOUTH UNION PARK,0,151.0,21270.96451425247,2.2073144876325084,457249,0,1, Bedok,15,39.48150357995227,124.71927846674183,988.0,988.0,419.0,1.051196312950724
